0.0000 0.25000 0.25000
10.023 0.29631 0.29490
20.008 0.34854 0.33901
30.070 0.39159 0.38065
40.037 0.42335 0.41453
49.998 0.44735 0.44136
60.038 0.46430 0.46007
69.988 0.47596 0.47314
80.019 0.48233 0.48233
89.964 0.48728 0.48728
100.08 0.49083 0.49083
110.02 0.49332 0.49332
120.05 0.49545 0.49545
129.99 0.49617 0.49617
140.02 0.49760 0.49760
150.04 0.49797 0.49797
159.98 0.49834 0.49834
170.01 0.49871 0.49871
180.03 0.49908 0.49908
189.97 0.49910 0.49910
200.00 0.49947 0.49947






















